y
4408.5941
4199.365599999999
4085.241
4294.4695
4324.057199999999
4535.3993
3683.691
3973.2296000000006
4174.0045
4154.9837
4324.0573
4237.406999999999
3146.8823
5636.4912
3476.5758
3094.0468
3081.3664
4841.8453
3421.627
2565.6919
3400.4928
2912.2928
4233.1802
3679.4642000000003
3282.1411
2950.3343999999997
3888.6928
3616.0615
3563.2262
3563.2261
3296.9351
3159.5627999999997
2779.1472
3398.3792999999996
3563.2261
4078.9006
4104.2616
3392.0391
4146.5301
4427.615
3523.0711
4446.6357
4753.0815
3569.5663999999997
4520.605500000001
4970.7638
5110.249599999999
5456.850399999999
5714.6877
5600.563
5465.304
4465.6565
5382.8804
4869.318700000001
4383.232099999999
4512.1507
5505.4582
5311.0234
6727.015600000001
5163.0849
5699.8928
5351.1788
5913.3482
3785.1353
4867.2052
7145.472199999999
5433.602
4793.236000000001
6008.452
5714.6864000000005
5448.3971
4953.8554
4260.6533
5046.846
5488.5513
5302.57
3385.6974
3482.9159
4856.639
4505.8104
4905.246
4157.0964
4404.366999999999
4827.0501
4596.6884
4364.2114
4552.3058
4569.214
5399.788
4911.587100000001
4926.380999999999
4926.381
4366.325
5530.8191
5699.893
4410.7073
5653.3978
4273.3361
5029.9394
5336.3836
5691.439399999999
6769.283
5794.997300000001
5663.965
5277.2098
5788.657
5594.2228
5619.5833999999995
5689.3256
5917.5758
5516.025000000001
4370.551799999999
5790.769200000001
6289.5374
5480.097100000001
5209.5797
5332.1574
5294.115
4607.254
5778.091
5907.0082999999995
5418.8089
6750.263500000001
5093.342
4960.1964
2760.1257
5067.9803999999995
4943.2882
4254.3139
4081.0137
4848.1842
4641.0704000000005
4269.108
3975.343
4013.3834
4347.305
4710.8135
4917.927199999999
4178.2307
3776.681
